,FAKULTA_SP,ROK_NAR,STAT_OBCANSTVI,PSC_BYDL,PSC_CIZI,OBEC_BYDLISTE,OBEC_CIZI,STAT_BYDLISTE,NAZEV_S_SKOLY,STAT_S_SKOLY,ADRESA_S_SKOLY,CIS_OBORU,MATURITA,STRED_SKOLA_CIZI,STRED_SKOLA_CIZI_MISTO,STRED_SKOLA_CIZI_OBOR,VS_SKOLA,NAZEV_VS,STAT_VS,VS_ROK_ABSOL,ROK_PR,CISP_KOD,CZ_NAZEV,FORMA,TYP,PR_NAZEV,PR_OBOR,PR_KOMBINACE,SDRUZENE,KOLO_PRIHLASKY,key,nazev,skupina_oboru,stupen_vzdelani,round
3795,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín I., Komenského náměstí 4 , 40501",7941K003,1992,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2019.0,2019,B1701,Fyzika,K,B,FYK2,1701R003 - FY 1ob.,,,2,7941K003,Gymn.-matemat.a fyzika (7941K003),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
3796,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"SPŠ stroj.a dopr.,příspěvková organizace",Česká republika,"Děčín VI, Slovanská 1000/55 , 40660",2341M01,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2019,B1702,Aplikovaná fyzika,P,B,APM1,1802R039 - APM,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3797,PRF,1996,Česká republika,0,,nevyplněno,,Česká republika,"Hotelová škola, Obchodní akademie a SPŠ",Česká republika,"Teplice, Benešovo náměstí 604/1 , 41501",2341M01,2015,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2019,B1702,Aplikovaná fyzika,P,B,APM1,1802R039 - APM,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3798,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2019,,,,,,,,2019,B1702,Aplikovaná fyzika,P,B,APM1,1802R039 - APM,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3799,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,SOŠ,Česká republika,,2341M01,2019,,,,,,,,2019,B1702,Aplikovaná fyzika,P,B,APM1,1802R039 - APM,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3800,PRF,1996,Česká republika,0,,nevyplněno,,Česká republika,"Hotelová škola, Obchodní akademie a SPŠ",Česká republika,"Teplice, Benešovo náměstí 604/1 , 41501",2341M01,2015,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2019,B1702,Aplikovaná fyzika,P,B,NANO1,1702R024 - NANO,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3801,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"Střední průmyslová škola strojní a elektrotechnická a Vyšší odborná škola, Liberec 1, Masarykova 3, příspěvková organizace",Česká republika,"Liberec, Masarykova 460/3 , 46001",2341M01,2001,,,,,,,,2019,B1802,Aplikovaná informatika,K,B,ISK1,1802R006 - IS K,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3802,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2019,,,,,,,,2019,B1802,Aplikovaná informatika,P,B,IS1,1802R006 - IS,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3803,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2019,,,,,,,,2019,B1802,Aplikovaná informatika,P,B,IS1,1802R006 - IS,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3804,PRF,1998,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2019,B1802,Aplikovaná informatika,P,B,IS1,1802R006 - IS,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3805,PRF,1996,Česká republika,0,,nevyplněno,,Česká republika,"Hotelová škola, Obchodní akademie a SPŠ",Česká republika,"Teplice, Benešovo náměstí 604/1 , 41501",2341M01,2015,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2019,B1802,Aplikovaná informatika,P,B,IS1,1802R006 - IS,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3806,PRF,1996,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2015,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2019,N1701,Fyzika,K,N,FY MAKZŠ1,,FY MA ZŠ K,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3807,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2020,,,,,,,,2020,B0541P170001,Matematika ve firmách a veřejné správě,P,B,MFVS1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3808,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2020,,,,,,,,2020,B1101,Matematika,P,B,MA TV1,,MA  TV,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3809,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2020,,,,,,,,2020,B1301,Geografie,P,B,GEO AJ2,,GEO AJ,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3810,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,SPŠ a VOŠ,Česká republika,"Chomutov, Školní 1060/50 , 43001",2341M01,2019,,,,,,,,2020,B1301,Geografie,P,B,GEO2,1301R005 - GEO,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3811,PRF,1993,Česká republika,0,,nevyplněno,,Česká republika,OA a SOŠ generála Františka Fajtla,Česká republika,"Louny, Osvoboditelů 380 , 44001",2341M01,2014,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2017.0,2020,B1301,Geografie,P,B,GEO2,1301R005 - GEO,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3812,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2014,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2018.0,2020,B1701,Fyzika,K,B,FY MA K1,,FY MA K,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3813,PRF,1998,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2020,B1802,Aplikovaná informatika,K,B,ISK2,1802R006 - IS K,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3814,PRF,1996,Česká republika,0,,nevyplněno,,Česká republika,"Hotelová škola, Obchodní akademie a SPŠ",Česká republika,"Teplice, Benešovo náměstí 604/1 , 41501",2341M01,2015,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2020,B1802,Aplikovaná informatika,P,B,IS1,1802R006 - IS,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3815,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola Emila Kolbena,Česká republika,"Rakovník, Sídl. Gen. J. Kholla 2501 , 26901",2341M01,2020,,,,,,,,2020,B1802,Aplikovaná informatika,P,B,IS1,1802R006 - IS,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3816,PRF,1999,Česká republika,40502,,Děčín,,Česká republika,"VOŠ a SPŠ strojní, stavební a dopravní",Česká republika,"Děčín, Čsl. armády 681/10 , 40502",2341M01,2019,,,,,,,,2020,B1802,Aplikovaná informatika,P,B,IS1,1802R006 - IS,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3817,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola Emila Kolbena,Česká republika,"Rakovník, Sídl. Gen. J. Kholla 2501 , 26901",2341M01,2020,,,,,,,,2020,B1802,Aplikovaná informatika,P,B,IS1,1802R006 - IS,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3818,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"SPŠ, příspěvková organizace",Česká republika,"Most, Topolová 584 , 43447",2341M01,2020,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2020,B1802,Aplikovaná informatika,P,B,IS2,1802R006 - IS,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3819,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2019,,,,,,,,2020,B1802,Aplikovaná informatika,P,B,IS2,1802R006 - IS,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3820,PRF,1996,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2015,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2020,N1701,Fyzika,K,N,FY MAKZŠ2,,FY MA ZŠ K,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3821,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2021,,,,,,,,2021,B0114A300122,Matematika pro vzdělávání,P,B,MA FY pv1,,MAT FY pv,ANO,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3822,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"SPŠ technická, příspěvková organizace",Česká republika,"Jablonec nad Nisou, Belgická 4852 , 46601",2341M01,2019,,,,,,,,2021,B0114A300122,Matematika pro vzdělávání,K,B,MA INFpvK2,,MA INF pv KS,ANO,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3823,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2021,,,,,,,,2021,B0114A330005,Geografie pro vzdělávání,P,B,GEO TV pv2,,GEO TV pv,ANO,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3824,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,OA a SOŠ generála Františka Fajtla,Česká republika,"Louny, Osvoboditelů 380 , 44001",2341M01,2021,,,,,,,,2021,B0532A330032,Geografie,P,B,GEO1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3825,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2021,,,,,,,,2021,B0532A330032,Geografie,P,B,GEO2,,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3826,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,SPŠ a VOŠ,Česká republika,"Brno, Sokolská 366/1 , 60200",2341M01,2019,,,,,,,,2021,B0533A110020,Aplikované nanotechnologie,P,B,NANO2,,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3827,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"SPŠ, příspěvková organizace",Česká republika,"Most, Topolová 584 , 43447",2341M01,2020,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2021,B0613P140005,Aplikovaná informatika,P,B,API2,,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3828,PRF,1996,Česká republika,0,,nevyplněno,,Česká republika,"Hotelová škola, Obchodní akademie a SPŠ",Česká republika,"Teplice, Benešovo náměstí 604/1 , 41501",2341M01,2015,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2021,B0613P140005,Aplikovaná informatika,P,B,API2,,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3829,PRF,1980,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola Ostrov,Česká republika,"Ostrov, Klínovecká 1197 , 36301",2341M01,1999,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2021,N0613P140003,Aplikovaná informatika,K,N,N APIK2,,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3830,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2022,,,,,,,,2022,B0114A300122,Matematika pro vzdělávání,P,B,MA FY pv1,,MAT FY pv,ANO,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3831,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2022,B0532A330032,Geografie,P,B,GEO1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3832,PRF,2003,Česká republika,40002,,Chuderov,,Česká republika,SOŠ,Česká republika,,2341M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,GEO2,,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3833,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,SPŠ strojní a elektrotechnická a VOŠ,Česká republika,"Liberec, Masarykova 460/3 , 46001",2341M01,2022,,,,,,,,2022,B0533A110020,Aplikované nanotechnologie,P,B,NANO1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3834,PRF,2002,Česká republika,40502,,Děčín,,Česká republika,"VOŠ a SPŠ strojní, stavební a dopravní",Česká republika,"Děčín, Čsl. armády 681/10 , 40502",2341M01,2022,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0533A110026,Počítačové modelování ve vědě a technice,P,B,PMVT1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3835,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,SPŠ strojní a elektrotechnická a VOŠ,Česká republika,"Liberec, Masarykova 460/3 , 46001",2341M01,2022,,,,,,,,2022,B0541P170001,Matematika ve firmách a veřejné správě,P,B,MFVS1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3836,PRF,2000,Česká republika,43401,,Most,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2022,B0613P140005,Aplikovaná informatika,P,B,API1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3837,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,API1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3838,PRF,1997,Česká republika,43401,,Most,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2023,B0114A300122,Matematika pro vzdělávání,P,B,MA INF pv1,,MAT INF pv,ANO,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3839,PRF,2003,Česká republika,47111,,Horní Libchava,,Česká republika,SOŠ,Česká republika,,2341M01,2023,,,,,,,,2023,B0511A030020,Biologie,P,B,BI PS2,,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3840,PRF,2004,Česká republika,43003,,Chomutov,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2023,,,,,,,,2023,B0532A330032,Geografie,P,B,GEO1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3841,PRF,2002,Česká republika,41501,,Teplice,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2022,,,,,,,,2023,B0532A330032,Geografie,P,B,GEO1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3842,PRF,2003,Česká republika,40002,,Chuderov,,Česká republika,SOŠ,Česká republika,,2341M01,2022,,,,,,,,2023,B0532A330032,Geografie,P,B,GEO2,,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3843,PRF,2003,Česká republika,40010,,Ústí nad Labem,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2023,,,,,,,,2023,B0533A110020,Aplikované nanotechnologie,P,B,NANO1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3844,PRF,1998,Česká republika,25091,,Zeleneč,,Česká republika,Střední průmyslová škola na Proseku,Česká republika,"Praha 9 - Prosek, Novoborská 610/2 , 19000",2341M01,2018,,,,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,Česká republika,2021.0,2023,B0541P170001,Matematika ve firmách a veřejné správě,P,B,MFVS1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3845,PRF,1998,Česká republika,40313,,Řehlovice,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2018,,,,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,Česká republika,2021.0,2023,B0541P170001,Matematika ve firmách a veřejné správě,P,B,MFVS1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3846,PRF,2001,Česká republika,40502,,Děčín,,Česká republika,"SPŠ stroj.a dopr.,příspěvková organizace",Česká republika,"Děčín VI, Slovanská 1000/55 , 40660",2341M01,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,,2023,B0613P140005,Aplikovaná informatika,K,B,APIK2,,,,2,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3847,PRF,2004,Česká republika,43003,,Chomutov,,Česká republika,SPŠ a SOŠ gastronomie a služeb,Česká republika,"Most, Jana Palacha 711/2 , 43401",2341M01,2023,,,,,,,,2023,B0613P140005,Aplikovaná informatika,P,B,API1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3848,PRF,2003,Česká republika,43401,,Most,,Česká republika,"SPŠ, příspěvková organizace",Česká republika,"Most, Topolová 584 , 43447",2341M01,2023,,,,,,,,2023,B0613P140005,Aplikovaná informatika,P,B,API1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3849,PRF,1994,Česká republika,41501,,Teplice,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2013,,,,UNIVERZITA JANA EVANGELISTY PURKYNE V USTI NAD LABEM,UNIVERZITA JANA EVANGELISTY PURKYNE V USTI NAD LABEM,Česká republika,2019.0,2023,N0613P140003,Aplikovaná informatika,K,N,N APIK1,,,,1,2341M01,Strojírenství (2341M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
3850,PRF,1995,Česká republika,0,,nevyplněno,,Česká republika,"SŠ elektr.a spojů,příspěvková organizace",Česká republika,"Ústí nad Labem - Stříbrníky, Výstupní 2 , 40011",7941K405,2015,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2019,B1702,Aplikovaná fyzika,P,B,NANO2,1702R024 - NANO,,,2,7941K405,"G-programování,4leté (7941K405)",Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
3851,PRF,1995,Česká republika,0,,nevyplněno,,Česká republika,"SŠ elektr.a spojů,příspěvková organizace",Česká republika,"Ústí nad Labem - Stříbrníky, Výstupní 2 , 40011",7941K405,2015,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2020,B1702,Aplikovaná fyzika,P,B,APM2,1802R039 - APM,,,2,7941K405,"G-programování,4leté (7941K405)",Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
3852,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"Evropská OA, příspěvková organizace",Česká republika,"Děčín, Komenského nám. 520/2 , 40502",6431N07,2018,,,,,,,,2019,B1801,Informatika,P,B,INF AJ1,,INF AJ,,1,6431N07,Management sportovních aktivit (6431N07),"Podnikání v oborech, odvětví",Vyšší odborné vzdělání,1
3853,PRF,2003,Česká republika,40001,,Ústí nad Labem,,Česká republika,Obchodní akademie,Česká republika,"Chomutov, Černovická 2901 , 43003",6431N07,2022,,,,,,,,2022,B0114A300122,Matematika pro vzdělávání,K,B,MA INFpvK1,,MA INF pv KS,ANO,1,6431N07,Management sportovních aktivit (6431N07),"Podnikání v oborech, odvětví",Vyšší odborné vzdělání,1
3854,PRF,1997,Česká republika,0,,nevyplněno,,Česká republika,"Sport.a podnikatel. střední škola,s.r.o.",Česká republika,"Plzeň, sady 5. května 2395/21 , 30100",6431N07,2016,,,,,,,,2022,B0532A330032,Geografie,P,B,GEO1,,,,1,6431N07,Management sportovních aktivit (6431N07),"Podnikání v oborech, odvětví",Vyšší odborné vzdělání,1
3855,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Střední zdravotnická škola,Česká republika,"Děčín, Čsl. mládeže 5/9 , 40502",7541M01,2019,,,,,,,,2019,B1801,Informatika,P,B,INF ČJ1,,INF ČJ,,1,7541M01,Sociální činnost (7541M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
