,FAKULTA_SP,ROK_NAR,STAT_OBCANSTVI,PSC_BYDL,PSC_CIZI,OBEC_BYDLISTE,OBEC_CIZI,STAT_BYDLISTE,NAZEV_S_SKOLY,STAT_S_SKOLY,ADRESA_S_SKOLY,CIS_OBORU,MATURITA,STRED_SKOLA_CIZI,STRED_SKOLA_CIZI_MISTO,STRED_SKOLA_CIZI_OBOR,VS_SKOLA,NAZEV_VS,STAT_VS,VS_ROK_ABSOL,ROK_PR,CISP_KOD,CZ_NAZEV,FORMA,TYP,PR_NAZEV,PR_OBOR,PR_KOMBINACE,SDRUZENE,KOLO_PRIHLASKY,key,nazev,skupina_oboru,stupen_vzdelani,round
0,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7531M01,2019,,,,,,,,2019,B1101,Matematika,P,B,MA AJ1,,MA AJ,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
1,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2019,,,,UNIVERZITA KARLOVA V PRAZE,UNIVERZITA KARLOVA V PRAZE,Česká republika,,2019,B1501,Biologie,P,B,BI PS1,1501R001 - BI bc,,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2017,,,,,,,,2019,B1702,Aplikovaná fyzika,K,B,APMK2,1802R039 - K APM,,,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
3,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2020,,,,,,,,2020,B1101,Matematika,P,B,MA HV1,,MA HV,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
4,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7531M01,2019,,,,,,,,2020,B1407,Chemie,K,B,CHE MAK2,,CHE-MA K,,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
5,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2020,,,,,,,,2020,B1501,Biologie,P,B,BI GEO1,,BI GEO,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
6,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2018,,,,,,,,2020,B1501,Biologie,K,B,BI KS1,1501R001 - BI bc K,,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
7,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,SOŠ,Česká republika,,7531M01,2020,,,,,,,,2020,B1501,Biologie,P,B,BI PS1,1501R001 - BI bc,,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
8,PRF,2000,Česká republika,41901,,Duchcov,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2020,,,,,,,,2020,B1501,Biologie,P,B,BI PS1,1501R001 - BI bc,,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
9,PRF,2001,Česká republika,43004,,Chomutov,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2020,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2020,B1501,Biologie,P,B,BI PS1,1501R001 - BI bc,,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
10,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7531M01,2019,,,,,,,,2020,B1701,Fyzika,K,B,FY MA K2,,FY MA K,,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
11,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2020,,,,,,,,2020,B1701,Fyzika,P,B,FY MA1,,FY  MA,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
12,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Severočeská střední škola s.r.o.,Česká republika,"Ústí nad Labem, Bělehradská 1523/58 , 40011",7531M01,2020,,,,,,,,2020,B1701,Fyzika,P,B,FY MA1,,FY  MA,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
13,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7531M01,2020,,,,,,,,2020,B1801,Informatika,P,B,INF HV2,,INF HV,,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
14,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,SOŠ,Česká republika,,7531M01,2020,,,,,,,,2021,B0114A300118,Biologie pro vzdělávání,P,B,BI CHE pv1,,BI CHE pv,ANO,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
15,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2021,,,,,,,,2021,B0114A300122,Matematika pro vzdělávání,P,B,MA GEO pv1,,MAT GEO pv,ANO,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
16,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2021,,,,,,,,2021,B0114A300122,Matematika pro vzdělávání,P,B,MA SV pv1,,MAT SV pv,ANO,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
17,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7531M01,2021,,,,,,,,2021,B0114A300122,Matematika pro vzdělávání,P,B,MA VV pv1,,MAT VV pv,ANO,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
18,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,Střední škola AGC a.s.,Česká republika,"Teplice, Rooseveltovo náměstí 5/5 , 41503",7531M01,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,,2021,B0114A330005,Geografie pro vzdělávání,P,B,GEO HI pv2,,GEO HI pv,ANO,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
19,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,Střední škola AGC a.s.,Česká republika,"Teplice, Rooseveltovo náměstí 5/5 , 41503",7531M01,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,,2021,B0114A330005,Geografie pro vzdělávání,P,B,GEO SV pv2,,GEO SV pv,ANO,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
20,PRF,1999,Česká republika,41148,,Křešice,,Česká republika,SOU,Česká republika,,7531M01,2018,,,,,,,,2021,B0533A110026,Počítačové modelování ve vědě a technice,P,B,PMVT2,,,,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
21,PRF,1999,Česká republika,41148,,Křešice,,Česká republika,SOU,Česká republika,,7531M01,2018,,,,,,,,2021,B0613P140005,Aplikovaná informatika,P,B,API2,,,,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
22,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,SOŠ a SOU,Česká republika,"Horšovský Týn, Jana Littrowa 122 , 34601",7531M01,2018,,,,ZČU,,,2020.0,2021,B0613P140005,Aplikovaná informatika,P,B,API2,,,,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
23,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2018,,,,,,,,2021,B1501,Biologie,K,B,BI KS1,1501R001 - BI bc K,,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
24,PRF,2003,Česká republika,41501,,Teplice,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2022,,,,,,,,2022,B0114A300118,Biologie pro vzdělávání,P,B,BI AJ pv2,,BI AJ pv,ANO,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
25,PRF,2002,Česká republika,40011,,Ústí nad Labem,,Česká republika,SOŠ,Česká republika,,7531M01,2022,,,,,,,,2022,B0114A300118,Biologie pro vzdělávání,P,B,BI GEO pv1,,BI GEO pv,ANO,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
26,PRF,1999,Česká republika,36221,,Nejdek,,Česká republika,"Střední pedagog. škola, gymnázium a VOŠ",Česká republika,"Karlovy Vary, Lidická 455/40 , 36001",7531M01,2020,,,,,,,,2022,B0114A300122,Matematika pro vzdělávání,K,B,MA INFpvK1,,MA INF pv KS,ANO,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
27,PRF,2003,Česká republika,41501,,Teplice,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2022,,,,,,,,2022,B0114A330005,Geografie pro vzdělávání,P,B,GEO AJ pv2,,GEO AJ pv,ANO,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
28,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,Střední škola AGC a.s.,Česká republika,"Teplice, Rooseveltovo náměstí 5/5 , 41503",7531M01,2022,,,,,,,,2022,B0114A330005,Geografie pro vzdělávání,P,B,GEO BI pv1,,GEO BI pv,ANO,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
29,PRF,2003,Česká republika,41501,,Teplice,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2022,,,,,,,,2022,B0114A330005,Geografie pro vzdělávání,P,B,GEO HI pv2,,GEO HI pv,ANO,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
30,PRF,2003,Česká republika,27204,,Kladno,,Česká republika,Střední pedagogická škola,Česká republika,"Beroun II, U Stadionu 486 , 26658",7531M01,2022,,,,,,,,2022,B0114A330005,Geografie pro vzdělávání,P,B,GEO SV pv1,,GEO SV pv,ANO,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
31,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2020,,,,,,,,2022,B0511A030020,Biologie,P,B,BI PS2,,,,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
32,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,Střední škola AGC a.s.,Česká republika,"Teplice, Rooseveltovo náměstí 5/5 , 41503",7531M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,GEO1,,,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
33,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,Střední škola AGC a.s.,Česká republika,"Teplice, Rooseveltovo náměstí 5/5 , 41503",7531M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,GEO2,,,,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
34,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7531M01,2020,,,,,,,,2022,B0532A330032,Geografie,P,B,GEO2,,,,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
35,PRF,1997,Česká republika,0,,nevyplněno,,Česká republika,Severočeská střední škola s.r.o.,Česká republika,"Ústí nad Labem, Bělehradská 1523/58 , 40011",7531M01,2017,,,,,,,,2022,B0613P140005,Aplikovaná informatika,K,B,APIK2,,,,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
36,PRF,2004,Česká republika,40002,,Chuderov,,Česká republika,Střední škola AGC a.s.,Česká republika,"Teplice, Rooseveltovo náměstí 5/5 , 41503",7531M01,2023,,,,,,,,2023,B0114A300122,Matematika pro vzdělávání,P,B,MA FY pv1,,MAT FY pv,ANO,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
37,PRF,2003,Česká republika,43001,,Chomutov,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7531M01,2023,,,,,,,,2023,B0114A300122,Matematika pro vzdělávání,P,B,MA GEOpv2,,MAT GEO pv,ANO,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
38,PRF,2004,Česká republika,40002,,Chuderov,,Česká republika,Střední škola AGC a.s.,Česká republika,"Teplice, Rooseveltovo náměstí 5/5 , 41503",7531M01,2023,,,,,,,,2023,B0114A300122,Matematika pro vzdělávání,P,B,MA HV pv1,,MAT HV pv,ANO,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
39,PRF,2004,Česká republika,40002,,Chuderov,,Česká republika,Střední škola AGC a.s.,Česká republika,"Teplice, Rooseveltovo náměstí 5/5 , 41503",7531M01,2023,,,,,,,,2023,B0114A300122,Matematika pro vzdělávání,P,B,MA HV pv2,,MAT HV pv,ANO,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
40,PRF,2003,Česká republika,40011,,Ústí nad Labem,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7531M01,2023,,,,,,,,2023,B0114A300122,Matematika pro vzdělávání,P,B,MA INF pv1,,MAT INF pv,ANO,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
41,PRF,2004,Česká republika,40701,,Jílové,,Česká republika,Severočeská střední škola s.r.o.,Česká republika,"Ústí nad Labem, Bělehradská 1523/58 , 40011",7531M01,2023,,,,,,,,2023,B0114A300122,Matematika pro vzdělávání,P,B,MA SV pv2,,MAT SV pv,ANO,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
42,PRF,2004,Česká republika,46362,,Hejnice,,Česká republika,Integrovaná střední škola,Česká republika,"Mladá Boleslav, Na Karmeli 206/11 , 29301",7531M01,2023,,,,,,,,2023,B0114A330005,Geografie pro vzdělávání,P,B,GEO BI pv1,,GEO BI pv,ANO,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
43,PRF,2004,Česká republika,29441,,Dobrovice,,Česká republika,Integrovaná střední škola,Česká republika,"Mladá Boleslav, Na Karmeli 206/11 , 29301",7531M01,2023,,,,,,,,2023,B0114A330005,Geografie pro vzdělávání,P,B,GEO SV pv2,,GEO SV pv,ANO,2,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),2
44,PRF,2004,Česká republika,41712,,Proboštov,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7531M01,2023,,,,,,,,2023,B0532A330032,Geografie,P,B,GEO1,,,,1,7531M01,Předškolní a mimoškolní pedagogika (7531M01),"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),1
45,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Roudnice nad Labem, Havlíčkova 175 , 41301",7941K41,2018,,,,,,,2021.0,2019,B1101,Matematika,P,B,MA BI1,,MA  BI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
46,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,První české gymnázium v Karlových Varech,Česká republika,"Karlovy Vary, Národní 445/25 , 36001",7941K41,2019,,,,,,,,2019,B1101,Matematika,P,B,MA BI1,,MA  BI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
47,PRF,1998,Česká republika,41705,,Osek,,Česká republika,Gymnázium T. G. Masaryka,Česká republika,"Litvínov, Studentská 640 , 43601",7941K41,2018,,,,,,,,2019,B1101,Matematika,P,B,MA BI1,,MA  BI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
48,PRF,2000,Česká republika,40001,,Ústí nad Labem,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,MA GEO1,,MA GEO,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
49,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Teplice, Čs. dobrovolců 530/11 , 41501",7941K41,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2019,B1101,Matematika,P,B,MA GEO2,,MA GEO,,2,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
50,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Teplice, Čs. dobrovolců 530/11 , 41501",7941K41,2019,,,,,,,,2019,B1101,Matematika,P,B,MA HI1,,MA HI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
51,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2017,,,,,,,,2019,B1101,Matematika,P,B,MA HV2,,MA HV,,2,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
52,PRF,2000,Česká republika,40001,,Ústí nad Labem,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,MA TV1,,MA  TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
53,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Lovosice, Sady pionýrů 600/6 , 41002",7941K41,2019,,,,,,,,2019,B1101,Matematika,P,B,MA TV1,,MA  TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
54,PRF,2000,Česká republika,41184,,Straškov-Vodochody,,Česká republika,Gymnázium,Česká republika,"Roudnice nad Labem, Havlíčkova 175 , 41301",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,MA VV1,,MA VV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
55,PRF,2000,Česká republika,41184,,Straškov-Vodochody,,Česká republika,Gymnázium,Česká republika,"Roudnice nad Labem, Havlíčkova 175 , 41301",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,MPV1,1101R052 - MAvPV,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
56,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Teplice, Čs. dobrovolců 530/11 , 41501",7941K41,2020,,,,,,,,2019,B1101,Matematika,P,B,MPV1,1101R052 - MAvPV,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
57,PRF,2000,Česká republika,40001,,Ústí nad Labem,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,MPV1,1101R052 - MAvPV,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
58,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium a obchodní akademie Mar. Lázně,Česká republika,"Mariánské Lázně, Ruská 355/7 , 35301",7941K41,2013,,,,,,,,2019,B1101,Matematika,P,B,MPV1,1101R052 - MAvPV,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
59,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Josefa Jungmanna,Česká republika,"Litoměřice, Svojsíkova 1015/1a , 41201",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO AJ1,,GEO AJ,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
60,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2019,B1301,Geografie,P,B,GEO AJ1,,GEO AJ,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
61,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Josefa Jungmanna,Česká republika,"Litoměřice, Svojsíkova 1015/1a , 41201",7941K41,2018,,,,,,,,2019,B1301,Geografie,P,B,GEO AJ1,,GEO AJ,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
62,PRF,1996,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Chomutov, Mostecká 3000 , 43001",7941K41,2015,,,,,,,,2019,B1301,Geografie,P,B,GEO HI1,,GEO HI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
